AT1G01520	4.613394744	4.526293887	3.947562932	3.827405223	6.212719876	7.134145088	3.877442148	3.895825136	8.112190534	7.94692318	4.108557714	3.89727665	4.285339451	4.36757326	3.876563353	3.952115318	4.215926113	4.784478043	3.958818602	3.833311339	7.695712712	7.499516039	3.958364239	3.785689412	4.193427872	3.963107497	3.988861004	3.905108325	4.280017739	3.956257392	4.038449445	4.021513821	4.106740904	4.204514405	3.910794118	3.935701727	3.989514942	4.113565138	4.098473156	4.051999084	3.965619256	3.862590024	3.93232843	3.985925163	4.150154931	4.173605448	4.222331046	4.471087001	4.220024568	4.129219495	3.980822271	4.013351946	3.97911759	3.872548181	3.985880991	4.003326887	4.196022814	4.14833164	4.011516221	3.849002784	4.16564798	3.952798938	4.314863738	4.203401196	4.029916361	4.062221305	4.086420479	4.153012088	4.55229847	4.728397367	4.236286906	4.043118163	4.33781133	4.038105061	3.986933993	3.980502743	4.184323068	3.955881667	3.9072903	4.197804192	3.996681534	3.778374703	3.921178256	3.870856714	4.120243541	3.921305557	3.888884938	4.020505152	4.076934884	3.961979762	3.75986311	3.932431688	3.970528929	4.449356952	5.187200313	3.749065657	3.721488717	4.042584267	4.232566688	4.001363602	4.099575457	4.148938102	4.047908748	4.067518491	4.294280459	4.185603355	3.826736229	4.167089364
AT1G35515	4.545475667	4.574180404	4.56927492	4.638000346	4.666191328	4.475314836	4.635938724	4.615592941	4.502542352	4.528832266	4.734943888	4.885081836	4.515333963	4.49429352	4.871346968	4.81318545	4.477809444	4.630700813	4.73342051	4.633427542	4.601313471	4.719052102	4.654846409	4.890661405	4.889237151	4.957375991	4.838624191	4.962221034	4.897548721	5.116003293	5.133538784	4.748415237	4.961165871	5.106682451	4.954884255	4.909819842	5.237951511	4.972116499	5.049324473	5.171609619	5.232813465	5.092208884	5.079882132	4.738516333	4.953164846	4.952406295	4.885145697	4.906671458	5.04943234	5.124825038	5.108272147	5.192688663	5.069098696	5.48686616	4.983518014	5.284284409	4.833151494	5.106076692	4.991292071	4.981525272	5.087166665	4.93518805	5.152694136	5.029352837	5.008923921	5.304922835	5.001432071	4.915339661	5.598478055	5.1198624	5.068394811	5.347472967	5.136569853	5.667939256	5.105102477	5.037614216	5.146595317	5.072263129	5.156291611	5.023227538	4.680706611	4.647573083	4.75791583	4.723570612	4.588829474	4.675501749	4.634976169	4.768911832	4.827613378	4.664897058	4.717109491	4.643678754	5.257731888	5.340625329	5.254774181	4.762326748	4.715967984	4.992799774	4.993364368	4.613952401	5.162082068	4.973183731	4.626109402	4.873851997	4.746050304	4.887082895	5.374119307	4.571432803
AT1G52890	4.605581256	5.447712232	5.314456639	4.767957837	4.854931909	4.828064027	5.511974033	5.412649825	9.138297692	8.340092832	8.518985183	8.764057443	9.661678948	8.807394818	10.24443733	10.37966756	9.207972847	8.295563719	9.537152171	9.21699614	6.918444065	6.337573204	9.979746349	9.953389776	6.592351964	5.980795188	10.14715454	9.418036057	5.008676819	4.844106026	4.985205951	4.787031229	4.693841984	4.578563006	4.257696127	4.475534854	5.522144366	5.431954973	4.873815616	5.208442273	6.682957811	6.478745577	6.625428723	6.929037589	4.204866357	4.442052504	4.37750246	6.129145776	6.293228161	5.706055253	4.724187461	4.726718221	4.83039638	7.222283594	6.744938875	6.728996786	4.640398375	4.744614681	6.32458889	6.209356207	6.72786093	7.677943513	7.826196433	7.702123636	8.750447924	10.77122736	10.99310988	10.97304354	8.469141213	8.092095323	9.307382999	8.501962624	9.199825769	10.71589785	9.935427399	10.31629934	9.543924747	9.935257583	9.553764485	10.56738304	4.185236406	4.215846488	4.575357361	4.895454893	4.917767067	4.780315356	4.763064546	5.363767911	4.502287822	3.92289763	4.159119842	4.044879011	4.151862495	4.083072195	5.427634281	5.846013316	4.289115563	3.806274925	6.256852063	5.988799609	4.379287832	4.37143899	6.519643266	5.604601426	4.100985858	4.285313384	6.038944625	6.239774293
AT2G27300	4.170793245	4.241018954	4.080565993	4.156423771	4.343669559	3.899670227	4.143186785	4.248253514	4.384922689	4.23877903	4.385858648	4.365543909	4.129662242	4.159256439	4.455557535	4.637589768	4.237952849	4.419418522	4.747375116	4.321973	4.296733908	4.502673542	4.577804788	4.560484215	4.434343136	4.081486031	6.039252114	5.801358286	4.394900776	4.131439883	4.319603808	4.192885816	4.191355763	4.198236293	5.535899995	5.091977845	4.056113397	4.097389235	4.269417178	4.11647534	4.422323085	4.508718302	5.523319178	5.126553396	4.098332098	4.007067529	3.96140698	4.470441264	4.037078986	3.848804029	3.84449478	3.871616435	3.984403529	4.357904334	4.018861928	4.277233478	4.494043429	4.124759801	4.030555816	10.12326614	10.48266314	10.29813172	4.044487512	4.129312368	4.427597435	5.864661367	5.690525627	4.074891535	4.071927784	4.370989993	4.179961598	4.43431494	4.23819641	3.990818974	6.23228022	5.276077269	4.155211624	9.850860832	10.78473024	8.328448794	4.10406759	4.039346694	4.271912914	4.144431852	4.188439103	4.104824167	4.406405564	4.109460302	4.382897345	4.220301585	4.391143946	4.053891211	4.171334672	3.908671469	4.084204141	4.505624293	4.199002199	3.94626733	4.275269232	3.839951615	3.656217169	3.84868239	4.592109257	4.059669537	4.270518597	4.403522706	3.924513045	4.282680854
AT2G30250	6.233212061	6.944473874	7.477097952	7.522280628	5.464223358	5.293861517	7.830711455	7.793842456	5.098842467	5.190791247	10.1424535	10.36518144	6.107849565	5.869160226	11.21573832	11.66029391	5.839938435	5.819680662	11.91653746	9.050283657	6.165332052	6.711270336	11.80800485	11.49342524	5.835815204	6.869325245	6.263669436	7.043933183	4.605154734	4.166198731	4.55898185	4.479393326	6.04541253	5.979835996	6.380381374	6.89681766	4.375668814	4.549608571	4.512982588	4.415908378	5.907492701	6.031272728	6.979730826	6.164584106	6.30453876	5.886418973	6.234198622	4.937946303	4.95704583	5.56098724	5.869981313	6.900311305	7.017020879	6.810419594	6.566635637	6.663332658	4.592921662	4.244013229	5.481761863	4.800427755	4.700933419	4.786228156	5.791957064	5.952258824	6.310688763	6.117482415	6.980774639	6.170750267	6.658342707	7.491648933	6.204360102	7.639268512	7.855809851	6.664554197	5.787569512	6.453084033	6.110755177	6.591321851	5.659041646	5.298564209	5.82657916	6.757721313	6.929921254	6.863856641	7.05959041	7.279622732	5.935103286	6.145478074	5.949211911	6.197194551	6.306109025	6.00010193	5.663500847	5.119704418	5.535869	6.266663001	5.815122305	5.709618927	5.624028844	5.725351804	6.250210801	6.571006983	5.708907853	6.121679778	5.542447015	5.876568204	5.881272203	5.707161325
AT2G38470	8.493239042	9.602460055	11.68132706	11.15795721	6.920301463	7.480895086	12.38187209	12.24954849	6.874950651	7.991177012	13.53179017	13.69354926	7.621785062	7.291907757	13.84887344	13.83703855	6.530295842	6.954575098	13.75168294	11.78505601	6.964506385	7.227412528	13.70555509	13.60804643	9.195657076	10.62255093	11.42525908	11.82417444	6.768623333	6.07883783	6.981288173	6.606187354	8.830720984	9.248644879	9.539253221	9.319178645	5.935884781	5.535477934	6.246921847	5.648217077	8.693045125	8.583905431	9.837045842	9.447001432	9.425689029	9.369067138	9.689051185	12.02757942	11.11593362	11.39888148	10.57254531	12.17960306	11.85998514	12.3389437	12.03769879	11.72824756	7.682502664	7.1810737	10.26117972	7.771976751	8.055249461	8.919284868	11.20492311	10.93089568	11.75644567	11.27290071	11.13581647	11.60975546	12.81975813	13.26916729	11.60782034	11.93474584	12.27050379	11.87776305	10.63762894	11.02464647	11.39277479	11.12199583	10.03544074	10.00410035	7.656578064	8.224001778	9.08300414	9.066706047	9.311018349	9.492333727	8.296460764	7.987853203	7.718152596	7.814814359	7.818230324	7.866968931	6.361274196	6.76978887	8.806484697	8.660417403	6.963762443	6.89614021	9.145148028	9.18909696	7.734422475	7.033149616	9.097108423	8.933556666	6.571790848	6.391175408	8.521785879	9.023779245
AT2G40950	6.867980603	6.618930526	7.48185379	7.565843683	7.239668939	7.061460464	7.520618217	7.639326902	7.197515435	6.910496665	7.730748828	7.821333144	7.625395548	7.3052436	8.291070936	7.869691043	7.952476615	7.453965478	7.935015101	7.583587759	7.568975037	7.819861802	7.665070102	7.817221611	7.852553237	7.863481922	7.924401794	7.548301074	8.265858599	8.219340584	8.440892992	8.275218818	7.959000049	7.974600227	7.901335232	7.777405721	8.126883669	8.201986229	8.509965109	8.433218649	8.05210313	8.135948478	7.77137907	7.866364889	8.384570607	8.233727999	8.22906012	8.001372144	8.360175441	7.927931107	7.825789332	7.599342014	7.620288669	7.95991236	7.828390725	8.21222238	8.483399241	7.994065366	7.765123142	8.351813762	8.011025911	7.654249749	7.925894326	8.068365023	7.963180636	8.081394791	7.98502979	7.863976651	7.428226861	7.764875246	7.969371818	8.180323135	7.693740286	8.505693978	8.241363618	7.84178126	8.231629019	7.937709998	8.36079368	8.437259777	8.194967885	8.068962765	7.87818125	7.934022113	8.018810861	8.059066798	8.397754428	8.268959545	8.210178562	8.235971035	8.216751405	8.099040443	8.039064958	8.026907126	8.044126152	7.878451207	7.984367828	8.038542166	7.740649212	8.148880966	7.780190486	7.917995027	7.937998864	8.060888695	7.758624838	7.949627729	7.962985143	7.910958858
AT2G47190	5.387303334	5.277237093	5.726798757	5.678271887	5.29040025	5.412131498	6.522550584	6.617977871	5.554782516	5.379183155	9.660413488	9.813358111	5.83258459	5.490685267	10.8486695	10.69980082	5.217792022	4.922479114	9.856507879	8.400442234	5.981733438	5.211504769	9.66964453	9.196397834	6.22221281	5.543284297	7.942597721	7.637954599	5.29942917	5.217830769	5.579633732	5.158327565	5.132338237	5.282728717	5.783022915	5.577646047	5.147992966	5.29082181	5.982912564	5.904226227	5.983773806	5.810621587	6.887828772	6.613016286	5.16239085	5.134248351	5.517187208	5.869620276	5.473433093	5.650905469	5.386401295	5.244543883	5.610812406	5.690792788	5.926990047	5.651677464	5.746417469	5.461718623	5.402092039	5.719728711	5.977313432	5.988912648	6.114056518	5.816541503	6.107909558	6.156333078	6.143440993	5.8561357	6.307558306	6.734875051	6.117070419	5.817443286	6.903415439	5.738751758	7.80764803	7.870426776	7.065933303	7.154797121	6.960588514	5.96463293	5.046965049	4.767010935	5.819379792	5.73448603	5.620004066	5.591049886	5.279157575	5.043461001	5.177701868	5.312222768	4.981835076	4.96769772	4.803456504	5.408371675	5.131565932	5.304468604	5.332928748	5.100409299	5.63078233	5.024750835	5.733728371	5.697334808	5.901428119	5.216823009	5.293549181	5.521182484	5.548507773	5.162119058
AT3G19580	6.364673443	6.491872416	9.600438472	9.009105117	5.754508027	5.992645366	10.27212993	10.52215219	8.38105774	8.01491353	11.4045022	11.51661564	6.754293013	6.187633191	11.57716278	11.88896094	6.278976375	6.516983537	11.30050897	9.972509857	7.255276108	7.409400366	10.86818521	10.55543354	9.885011337	11.0305902	11.24207683	11.52639919	6.703135632	6.425806846	6.805103172	6.403641247	7.362562071	7.038666923	7.687994973	7.599245172	6.952787454	6.943493317	6.980752386	6.627303426	7.989042224	7.814779391	9.324629962	9.484212086	8.964186852	8.874676278	9.541293947	12.03583768	10.87872678	10.99848943	9.829516918	10.67649362	10.68505754	10.92326228	10.82994907	10.61688367	8.598857423	7.748043432	9.376511339	9.61959113	9.529115429	10.04741053	11.23531286	10.9758419	11.49329509	11.64358602	11.30069098	11.6772567	12.01460182	12.23579821	11.36773201	10.60820323	11.37728668	11.49380048	11.03025116	11.00138514	11.07162861	10.42100695	9.831626854	10.74574698	6.882191708	7.473763768	9.553371507	9.470866456	9.804110429	9.978044547	6.868949368	8.317281681	7.649536106	7.779457202	7.527965736	7.73493521	7.221879673	6.697228863	9.940689272	10.26143743	7.509675046	6.984528725	10.41749993	10.20535238	6.700502688	6.563478757	9.603398873	10.17650605	6.562643791	6.456019886	9.980535098	9.863852199
AT3G55980	8.544513104	9.401672252	10.40641764	10.15306642	6.15688847	6.572673076	10.87302873	11.22712026	5.625817215	6.384193647	12.30154698	12.56224354	5.732870395	6.003387003	12.56556166	12.72624668	5.912371198	6.716445327	11.84970256	9.314700695	6.744280213	7.18493714	11.31918338	11.22155965	7.00664318	8.154102274	10.64403458	10.94524468	8.103891716	6.922336635	7.568690122	5.341335367	7.789812992	8.168905247	8.811314377	8.528826887	7.05211118	6.863198313	5.547634629	5.769044903	8.415655575	7.938862012	8.648151125	8.520496571	8.868602542	8.410639936	8.833450184	10.91145183	10.68185802	11.86966737	9.33079689	11.0351608	11.00105618	11.23182492	11.49600281	10.56440946	8.241427388	8.234727278	10.13891724	9.58410222	8.708248411	9.991376283	10.28269801	10.11303609	10.7422177	10.59800364	10.30874687	11.37222873	10.68256791	10.74880957	10.28423927	10.81133544	10.9878288	10.69822756	10.35874085	10.34777205	10.7798677	11.2612799	10.87058503	10.26070721	6.787176117	7.370226401	9.179404456	9.277708331	8.764086087	9.05790217	7.512633722	6.738571083	6.894888481	7.303644591	7.255588073	7.33630465	5.972384451	5.964258171	6.664743637	7.570064127	6.160240839	6.413590026	7.574454662	7.516253868	7.839112076	7.143252053	7.908633171	7.383188092	6.449680757	6.618938256	6.7120146	7.390008341
